fieldtrip	ID_reg	sampling_day	date	hour	sampling_point	Y	pitfall	pitfall_code	aiq_code	TUF	treatment	treat_code	lat	long	genus	specie	sp_code	recapture	colected	Etiqueta_MRCM	sex	svl_mm	tail_mm	reg_tail	CRC_original	tail_original	att	reg_tail_original	gross_weight	sexo_provisório	bag_weight	weight_animal	sample	att_recente	machucado_recente	cicatriz_umbilical	cicatriz_corpo	ácaro	att_manuseio	ovada	obs1	obs2	obs3	obs4	obs5	obs6	obs_correcao_planilha_sexo	obs_correcao_planilha_peso_do_saco	obs_correcao_planilha_att	obs_sucesso_captura
C1	77	1	27/06/2019	18:28	1	D	C	1DC	C1-1D	2	C	2C	-11.0974	-46.89916	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	95	1	27/06/2019	NA	2	A	P2	2AP2	C1-2A	2	C	2C	-11.1055	-46.89176	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	96	1	27/06/2019	NA	2	A	P2	2AP2	C1-2A	2	C	2C	-11.1055	-46.89176	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	103	1	27/06/2019	18:53	2	B	C	2BC	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	108	1	27/06/2019	NA	2	B	P3	2BP3	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	118	1	27/06/2019	NA	2	C	P2	2CP2	C1-2C	2	C	2C	-11.10406	-46.89186	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	124	1	27/06/2019	NA	6	D	P2	6DP2	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	154	1	27/06/2019	NA	5	B	P2	5BP2	C1-5B	1	C	1C	-11.08156	-46.89865	Ameivula	jalapensis	amejal	NA	NA	NA	M	49.4	110	NA	49.4	110	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	161	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	162	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	163	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	164	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	165	1	27/06/2019	NA	6	C	C	6CC	C1-6C	1	C	1C	-11.07103	-46.90082	Ameivula	jalapensis	amejal	NA	x	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	musculo_(tubo_66)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	170	1	27/06/2019	NA	6	C	P2	6CP2	C1-6C	1	C	1C	-11.07103	-46.90082	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	171	1	27/06/2019	NA	6	A	P1	6AP1	C1-6A	1	C	1C	-11.0723	-46.89968	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	180	1	27/06/2019	NA	4	D	P2	4DP2	C1-4D	1	C	1C	-11.07519	-46.88989	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	182	1	27/06/2019	NA	4	A	C	4AC	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	187	1	27/06/2019	NA	4	B	P2	4BP2	C1-4B	1	C	1C	-11.07611	-46.89075	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	189	1	27/06/2019	NA	4	A	P2	4AP2	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	197	1	27/06/2019	NA	4	B	P3	4BP3	C1-4B	1	C	1C	-11.07611	-46.89075	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	198	1	27/06/2019	NA	8	A	NA	8ANA	C1-8A	3	QT	3QT	-11.07277	-46.88272	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	210	2	28/06/2019	07:23	2	A	P2	2AP2	C1-2A	2	C	2C	-11.1055	-46.89176	Ameivula	jalapensis	amejal	NA	NA	NA	F	46.2	112	NA	46.2	112	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	"2_dedos_da_mão_direita_estavam_faltando,_Acredito_não_ser_recaptura_porque_só_marquei_no_ponto_7_e_3"	NA	NA	NA	NA	NA	NA	NA	NA
C1	225	2	28/06/2019	07:33	2	B	C	2BC	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	F	56.9	134	NA	56.9	134	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	229	2	28/06/2019	07:51	2	C	P2	2CP2	C1-2C	2	C	2C	-11.10406	-46.89186	Ameivula	jalapensis	amejal	NA	NA	NA	F	49.4	99	NA	49.4	99	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	230	2	28/06/2019	08:09	1	A	P2	1AP2	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	M	53.3	129	NA	53.3	129	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	231	2	28/06/2019	08:09	1	A	P2	1AP2	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	M	56.8	69	NA	56.8	69	x	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	236	2	28/06/2019	NA	1	A	C	1AC	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	M	50.8	133	NA	50.8	133	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sem_dedo_direito,_Cortei_o_esquerdo,_Não_parece_ser_recaptura_pq_só_marquei_animais_nos_pontos_7_e_3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	241	2	28/06/2019	08:34	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	F	54.4	109	NA	54.4	109	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	242	2	28/06/2019	08:34	1	B	C	1BC	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.6	114	NA	55.6	114	x	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	248	2	28/06/2019	NA	1	C	P1	1CP1	C1-1C	2	C	2C	-11.09758	-46.90019	Ameivula	jalapensis	amejal	NA	NA	NA	F	56.1	127	NA	56.1	127	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rato_mordeu_a_cauda_no_balde,_Fez_autotomia,"	"Fez_autotomia_no_balde,_porque_rato_mordeu._A_parte_autotomizada_da_cauda_mediu_21,20_mm."	NA	NA	NA	NA	NA	NA	NA	NA
C1	273	2	28/06/2019	14:41	3	A	P2	3AP2	C1-3A	2	C	2C	-11.04488	-46.916	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	",_+_1_Cadaver,_Não_está_anotado_se_a_carcaça_era_de_jalapensis_ou_não,"	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	277	2	28/06/2019	NA	3	C	P1	3CP1	C1-3C	2	C	2C	-11.09401	-46.91515	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	279	2	28/06/2019	NA	3	D	P2	3DP2	C1-3D	2	C	2C	-11.09508	-46.91497	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	287	2	28/06/2019	15:52	7	A	P3	7AP3	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	288	2	28/06/2019	15:52	7	A	C	7AC	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	292	2	28/06/2019	16:12	7	C	P3	7CP3	C1-7C	2	Q	2Q	-11.11426	-46.97869	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	293	2	28/06/2019	16:12	7	C	P3	7CP3	C1-7C	2	Q	2Q	-11.11426	-46.97869	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	294	2	28/06/2019	16:20	7	D	P1	7DP1	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	295	2	28/06/2019	16:20	7	D	P2	7DP2	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	296	2	28/06/2019	16:20	7	D	P2	7DP2	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	299	3	29/06/2019	NA	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	J	43.8	59	NA	43.8	59	x	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	300	3	29/06/2019	NA	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	J	49.71	78	58	49.71	78	x	58	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	301	3	29/06/2019	NA	1	B	P2	1BP2	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	x	NA	NA	F	55.7	42	28	55.7	42	x	28	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	302	3	29/06/2019	07:19	1	C	C	1CC	C1-1C	2	C	2C	-11.09758	-46.90019	Ameivula	jalapensis	amejal	NA	NA	NA	F	51.4	124	NA	51.4	124	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	303	3	29/06/2019	NA	1	D	C	1DC	C1-1D	2	C	2C	-11.0974	-46.89916	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.3	141	NA	55.3	141	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	305	3	29/06/2019	07:55	2	D	P2	2DP2	C1-2D	2	C	2C	-11.10476	-46.89249	Ameivula	jalapensis	amejal	NA	NA	NA	M	53.1	111	NA	53.1	111	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	307	3	29/06/2019	NA	2	D	C	2DC	C1-2D	2	C	2C	-11.10476	-46.89249	Ameivula	jalapensis	amejal	NA	NA	NA	NA	59	141	NA	59	141	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	327	3	29/06/2019	NA	5	A	C	5AC	C1-5A	1	C	1C	-11.08214	-46.89765	Ameivula	jalapensis	amejal	NA	NA	NA	M	42.4	90	37	42.4	90	x	37	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	328	3	29/06/2019	14:09	5	C	P1	5CP1	C1-5C	1	C	1C	-11.08057	-46.89833	Ameivula	jalapensis	amejal	NA	NA	NA	F	52.6	136	NA	52.6	136	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	330	3	29/06/2019	14:18	5	D	P1	5DP1	C1-5D	1	C	1C	-11.08102	-46.8974	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.1	147	NA	55.1	147	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	332	3	29/06/2019	14:47	6	A	C	6AC	C1-6A	1	C	1C	-11.0723	-46.89968	Ameivula	jalapensis	amejal	NA	NA	NA	F	50.9	123	NA	50.9	123	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	dedos_colocados_erroneamente_no_pote_do_ponto_5	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	333	3	29/06/2019	14:54	6	B	P1	6BP1	C1-6B	1	C	1C	-11.07211	-46.9008	Ameivula	jalapensis	amejal	NA	NA	NA	M	50	130	NA	50	130	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	dedos_colocados_erroneamente_no_pote_do_ponto_5	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	334	3	29/06/2019	14:54	6	B	P3	6BP3	C1-6B	1	C	1C	-11.07211	-46.9008	Ameivula	jalapensis	amejal	NA	NA	NA	F	52.9	104	51	52.9	104	x	51	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	dedos_colocados_erroneamente_no_pote_do_ponto_5	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	339	3	29/06/2019	NA	6	D	C	6DC	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	x	??	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	morto_no_balde	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	343	3	29/06/2019	15:56	4	A	P1	4AP1	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	M	57.6	157	NA	57.6	157	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	344	3	29/06/2019	15:56	4	A	P1	4AP1	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	M	54.4	109	52	54.4	109	x	52	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	351	4	30/06/2019	07:21	7	A	P2	7AP2	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	357	4	30/06/2019	09:11	1	B	P2	1BP2	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	M	58	86	68	58	86	x	68	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	362	4	30/06/2019	10:21	2	B	P3	2BP3	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	M	55	153	NA	55	153	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	363	4	30/06/2019	10:21	2	B	P3	2BP3	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	M	56	144	NA	56	144	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	380	4	30/06/2019	12:27	6	B	P1	6BP1	C1-6B	1	C	1C	-11.07211	-46.9008	Ameivula	jalapensis	amejal	NA	NA	NA	NA	75	148	NA	75	148	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	382	5	01/07/2019	07:29	7	D	P1	7DP1	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	M	56.9	150	NA	56.9	150	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	391	5	01/07/2019	08:52	3	D	P2	3DP2	C1-3D	2	C	2C	-11.09508	-46.91497	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	carcaça	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	394	5	01/07/2019	09:50	1	D	C	1DC	C1-1D	2	C	2C	-11.0974	-46.89916	Ameivula	jalapensis	amejal	NA	NA	NA	F	53.9	92	NA	53.9	92	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
